Symbol,Strike,Last Price,Bid,Ask,Change,% Change,Volume,Open Interest,Implied Volatility,Ratio
ALGN,312.5,10.25,8.9,12.0,1.65,+19.19%,2,27,45.74%,3.28
ALGN,315.0,12.4,11.5,14.4,1.4,+12.73%,2,160,50.54%,3.9365079365079367
BA,202.5,2.55,2.5,2.65,-2.9,-53.21%,1674,468,27.56%,1.259259259259259
BA,205.0,4.1,4.0,4.2,-3.65,-47.10%,710,625,27.22%,2.0
BA,207.5,6.0,5.95,6.2,-3.8,-38.78%,105,268,28.32%,2.891566265060241
BA,210.0,11.15,8.2,8.55,-1.04,-8.53%,81,744,32.57%,5.30952380952381
BA,212.5,10.65,10.35,10.9,-4.5,-29.70%,4,75,35.06%,5.011764705882353
BIIB,315.0,3.65,2.6,3.7,0.0,-,42,20,24.17%,1.1587301587301586
BIIB,317.5,4.8,4.5,5.0,0.0,-,2,7,22.17%,1.5118110236220472
BIIB,320.0,7.9,4.0,10.1,0.0,-,1,1,50.43%,2.46875
BIIB,325.0,11.25,7.8,13.2,-2.93,-20.66%,1,6,46.56%,3.4615384615384617
CMG,2035.0,16.6,15.3,17.4,-6.62,-28.51%,8,22,19.08%,0.8157248157248158
CMG,2037.5,17.9,16.5,18.7,-2.9,-13.94%,4,4,19.02%,0.8785276073619631
CMG,2040.0,19.8,17.5,19.9,-1.7,-7.91%,41,46,18.77%,0.9705882352941178
CMG,2042.5,20.8,16.2,22.3,-4.9,-19.07%,9,16,19.89%,1.018359853121175
CMG,2045.0,15.5,19.0,23.8,-10.0,-39.22%,12,16,19.87%,0.7579462102689487
DG,222.5,2.95,2.6,2.85,-0.55,-15.71%,2,59,18.85%,1.3258426966292136
DG,225.0,5.25,4.3,4.9,0.0,-,1,4,21.24%,2.333333333333333
DG,230.0,9.47,8.8,10.1,-5.89,-38.35%,1,1,38.53%,4.1173913043478265
DG,232.5,13.7,11.3,12.7,0.0,-,2,0,46.90%,5.89247311827957
DG,235.0,16.15,13.6,15.1,0.0,-,2,0,51.12%,6.872340425531914
DPZ,310.0,3.5,3.0,3.5,0.33,+10.41%,17,72,21.42%,1.129032258064516
DPZ,312.5,4.5,4.2,5.7,-0.3,-6.25%,6,162,26.44%,1.44
DPZ,315.0,6.5,5.7,7.8,1.09,+20.15%,7,452,29.21%,2.0634920634920637
DPZ,317.5,9.65,7.8,10.0,2.45,+34.03%,1,44,31.74%,3.039370078740158
DPZ,320.0,10.82,10.1,12.6,0.0,-,3,106,38.06%,3.38125
FDX,230.0,2.79,2.6,2.79,1.03,+58.52%,162,1138,21.22%,1.2130434782608694
FDX,232.5,4.15,3.95,4.55,1.18,+39.73%,33,165,21.44%,1.78494623655914
FDX,235.0,6.55,6.3,6.95,1.78,+37.32%,2,307,27.08%,2.7872340425531914
FDX,237.5,10.55,8.45,9.3,0.0,-,8,9,30.62%,4.442105263157895
FDX,240.0,9.75,10.8,11.95,-0.29,-2.89%,1,8,39.65%,4.0625
FOXA,32.0,0.5,0.55,0.65,-0.25,-33.33%,335,223,35.55%,1.5625
FOXA,32.5,0.7,0.8,1.0,-0.35,-33.33%,1061,26,36.13%,2.1538461538461537
FOXA,33.0,1.25,1.25,1.5,-0.2,-13.79%,93,14,46.88%,3.787878787878788
FOXA,33.5,1.25,1.75,2.3,-0.45,-26.47%,1,36,59.57%,3.731343283582089
FOXA,35.0,2.55,1.45,4.6,0.0,-,-,2,187.99%,7.285714285714286
GS,325.0,3.25,3.3,3.45,0.41,+14.44%,313,621,24.57%,1.0
GS,327.5,4.45,4.45,4.85,0.58,+14.99%,111,1131,24.28%,1.3587786259541983
GS,330.0,5.78,6.05,6.5,0.63,+12.23%,86,359,23.66%,1.7515151515151517
GS,332.5,7.5,7.85,8.5,1.31,+21.16%,9,1910,23.95%,2.255639097744361
GS,335.0,9.6,9.85,10.8,1.02,+11.89%,6,1689,26.00%,2.8656716417910446
LOW,207.5,2.1,1.91,2.05,-1.95,-48.15%,66,146,21.41%,1.0120481927710845
LOW,210.0,3.75,3.35,3.6,-2.04,-35.23%,15,159,20.75%,1.7857142857142856
LOW,212.5,6.1,5.4,5.7,-3.07,-33.48%,4,8,21.92%,2.8705882352941177
LOW,215.0,10.52,7.45,8.4,0.0,-,1,2,33.01%,4.8930232558139535
LOW,220.0,14.34,12.4,13.4,0.0,-,1,1,46.09%,6.5181818181818185
MPC,111.0,2.05,1.55,1.67,-0.84,-29.07%,32,46,35.40%,1.8468468468468464
MPC,112.0,2.22,2.07,2.19,-3.52,-61.32%,44,168,34.47%,1.9821428571428568
MPC,113.0,5.31,2.69,2.84,0.0,-,12,17,34.33%,4.699115044247787
MPC,114.0,5.21,3.4,3.6,0.0,-,1,48,34.82%,4.5701754385964914
MPC,115.0,4.0,4.2,4.4,-2.1,-34.43%,21,217,34.38%,3.4782608695652173
MTCH,32.0,0.61,0.57,0.65,0.23,+60.53%,51,353,45.31%,1.90625
MTCH,32.5,0.85,0.85,0.94,0.2,+30.77%,2581,422,44.53%,2.6153846153846154
MTCH,33.0,1.2,1.2,1.31,0.3,+33.33%,35,1117,45.61%,3.636363636363636
MTCH,33.5,1.51,1.61,1.75,0.25,+19.84%,2,274,49.61%,4.507462686567164
MTCH,34.0,2.02,2.06,2.22,0.41,+25.47%,2519,2552,55.08%,5.941176470588236
NKE,126.0,1.74,1.67,1.78,0.71,+68.93%,160,644,24.41%,1.380952380952381
NKE,127.0,2.17,2.28,2.42,0.65,+42.76%,336,599,23.68%,1.7086614173228345
NKE,128.0,3.45,2.9,3.2,1.37,+65.87%,24,384,23.63%,2.6953125
NKE,129.0,4.24,3.9,4.1,1.52,+55.88%,1,110,25.10%,3.286821705426357
NKE,130.0,4.9,4.6,5.15,0.9,+22.50%,2,70,31.35%,3.769230769230769
ORCL,97.0,1.08,1.11,1.2,0.2,+22.73%,42,323,16.99%,1.11340206185567
ORCL,98.0,1.81,1.78,2.06,0.34,+23.13%,7,103,20.07%,1.846938775510204
ORCL,99.0,2.7,2.79,3.1,0.36,+15.38%,10,35,28.08%,2.7272727272727275
ORCL,100.0,3.2,3.7,4.0,0.0,-,13,27,29.20%,3.2
ORCL,103.0,9.5,6.65,7.05,0.0,-,1,0,47.66%,9.223300970873789
ROST,105.0,1.45,1.5,1.65,0.23,+18.85%,6,35,25.93%,1.380952380952381
ROST,106.0,1.7,1.9,2.3,0.0,-,3,54,24.61%,1.6037735849056605
ROST,107.0,3.08,2.7,3.1,0.0,-,20,47,23.93%,2.8785046728971966
ROST,108.0,4.07,3.8,4.2,0.0,-,1,34,33.55%,3.768518518518519
ROST,110.0,6.38,5.4,6.6,0.0,-,-,2,59.38%,5.8
SLB,47.5,0.86,0.84,0.88,-0.39,-31.20%,45,63,35.55%,1.810526315789473
SLB,48.0,0.89,1.14,1.19,-0.86,-49.14%,1270,3275,35.16%,1.8541666666666667
SLB,48.5,2.64,1.49,1.58,0.0,-,3,69,36.52%,5.443298969072165
SLB,49.0,2.38,1.82,2.0,0.0,-,1,32,37.79%,4.857142857142857
SLB,49.5,2.45,2.32,2.49,-0.9,-26.87%,22,169,43.16%,4.94949494949495
STX,58.0,1.17,1.09,1.18,-1.02,-46.58%,5,28,32.72%,2.0172413793103448
STX,59.0,2.58,1.71,1.94,-0.46,-15.13%,2,45,34.47%,4.372881355932204
STX,60.0,4.8,2.57,2.93,0.97,+25.33%,40,13,44.92%,8.0
STX,61.0,4.96,3.5,3.9,0.0,-,1,1,52.73%,8.131147540983607
STX,62.0,5.1,4.45,4.95,0.0,-,1,9,65.82%,8.225806451612902
TPR,39.0,1.5,1.55,1.7,0.0,-,409,497,76.76%,3.8461538461538463
TPR,40.0,2.46,2.15,2.35,0.86,+53.75%,1,53,73.83%,6.15
TPR,41.0,3.27,2.9,3.2,0.8,+32.39%,2,19,75.98%,7.975609756097561
TPR,42.0,4.0,3.8,4.0,0.0,-,4,6,75.59%,9.523809523809524
TPR,43.0,3.0,4.6,4.9,0.0,-,3,12,62.50%,6.976744186046512
TXN,165.0,2.5,2.4,2.72,0.39,+18.48%,86,373,22.12%,1.5151515151515151
TXN,167.5,4.55,4.35,4.8,1.22,+36.64%,3,43,24.17%,2.716417910447761
TXN,170.0,7.17,6.65,7.25,1.17,+19.50%,1,59,31.06%,4.2176470588235295
TXN,172.5,6.45,9.1,9.8,0.0,-,2,2,40.53%,3.739130434782609
TXN,175.0,12.5,11.65,12.25,1.5,+13.64%,1,39,45.90%,7.142857142857142
URI,345.0,5.94,7.0,7.8,-2.51,-29.70%,5,50,37.43%,1.7217391304347829
URI,347.5,22.4,8.6,9.5,0.0,-,1,2,37.67%,6.446043165467626
URI,350.0,15.24,10.4,11.4,2.68,+21.34%,1,20,38.33%,4.354285714285714
URI,352.5,16.85,11.8,13.6,0.0,-,2,0,40.70%,4.780141843971632
URI,355.0,15.05,13.9,15.9,-5.05,-25.12%,3,39,43.43%,4.23943661971831
WFC,39.0,0.76,0.72,0.75,-0.13,-14.61%,66,653,29.98%,1.948717948717949
WFC,39.5,1.12,1.05,1.12,0.09,+8.74%,4,1416,30.66%,2.835443037974684
WFC,40.0,1.56,1.47,1.55,0.08,+5.41%,10,1346,32.23%,3.9
WFC,40.5,1.92,1.88,2.06,-0.13,-6.34%,1,95,40.63%,4.7407407407407405
WFC,41.0,2.89,2.41,2.57,-0.38,-11.62%,2,457,48.63%,7.048780487804879
WYNN,112.0,2.73,2.68,2.9,0.56,+25.81%,913,287,56.47%,2.4375
WYNN,113.0,3.22,3.25,3.4,0.57,+21.51%,99,148,55.93%,2.849557522123894
WYNN,114.0,3.85,3.8,4.0,0.65,+20.31%,26,50,54.93%,3.3771929824561404
WYNN,115.0,4.5,4.35,4.7,0.75,+20.00%,21,148,53.71%,3.91304347826087
WYNN,116.0,5.05,5.1,5.45,0.75,+17.44%,27,44,54.15%,4.3534482758620685
AAL,14.5,0.21,0.21,0.24,-0.09,-30.00%,741,4489,37.11%,1.4482758620689655
AAL,15.0,0.59,0.55,0.61,-0.07,-10.61%,59,214,42.97%,3.933333333333333
AAL,15.5,1.01,0.98,1.11,-0.12,-10.62%,6,69,64.06%,6.516129032258064
AAL,16.0,1.59,1.48,1.61,-0.1,-5.92%,12,64,55.47%,9.9375
AAL,16.5,2.65,1.96,2.11,0.0,-,1,1,56.25%,16.060606060606062
ADM,76.0,1.09,1.15,1.3,0.0,-,1,157,22.36%,1.4342105263157896
ADM,77.0,1.49,1.8,2.15,0.0,-,2,40,25.20%,1.9350649350649352
ADM,78.0,3.9,2.75,3.1,0.0,-,11,192,29.69%,5.0
ADM,79.0,4.85,3.6,4.3,0.0,-,6,19,48.83%,6.139240506329113
ADM,80.0,5.07,4.6,5.2,1.32,+35.20%,3,105,50.39%,6.3375
AMGN,235.0,1.92,1.86,2.05,-0.62,-24.41%,17,190,17.85%,0.8170212765957446
AMGN,237.5,4.35,3.3,3.7,-0.22,-4.81%,1,62,17.80%,1.831578947368421
AMGN,240.0,6.74,4.8,6.4,-0.56,-7.67%,2,61,27.95%,2.8083333333333336
AMGN,242.5,9.19,7.9,9.45,0.0,-,1,6,42.70%,3.789690721649485
AMGN,245.0,11.5,9.8,11.5,0.0,-,1,79,42.94%,4.6938775510204085
AXP,155.0,2.29,2.28,2.43,-0.16,-6.53%,39,335,23.00%,1.4774193548387098
AXP,157.5,4.83,4.0,4.45,0.73,+17.80%,12,154,25.00%,3.066666666666667
AXP,160.0,7.07,6.35,6.9,0.0,-,11,71,32.72%,4.41875
AXP,162.5,10.22,8.95,9.35,-0.28,-2.67%,1,5,39.06%,6.28923076923077
AXP,165.0,17.15,11.45,11.9,0.0,-,2,1,48.83%,10.393939393939393
CF,68.0,1.48,1.35,1.5,-0.22,-12.94%,7,242,49.12%,2.176470588235294
CF,69.0,2.3,1.9,2.15,0.0,-,29,162,51.37%,3.333333333333333
CF,70.0,3.11,2.7,2.95,0.08,+2.64%,11,344,50.78%,4.442857142857143
CF,71.0,3.8,3.6,3.9,0.1,+2.70%,8,105,57.91%,5.352112676056338
CF,72.0,4.8,4.3,4.8,1.48,+44.58%,11,23,56.93%,6.666666666666667
CMCSA,40.0,0.56,0.53,0.6,0.41,+273.33%,96,365,22.85%,1.4
CMCSA,40.5,0.92,0.87,0.98,0.64,+228.57%,40,907,23.44%,2.2716049382716053
CMCSA,41.0,1.1,1.33,1.47,0.55,+100.00%,1,382,30.08%,2.682926829268293
CMCSA,41.5,1.92,1.75,1.96,0.69,+56.10%,3,66,35.94%,4.626506024096385
CMCSA,42.0,1.75,2.25,2.46,0.0,-,2,301,42.38%,4.166666666666666
COST,502.5,4.25,4.05,4.45,-1.53,-26.47%,57,250,16.85%,0.845771144278607
COST,505.0,5.37,5.45,5.95,-1.63,-23.29%,60,468,16.39%,1.0633663366336634
COST,507.5,7.15,7.15,7.85,-1.1,-13.33%,3,35,16.75%,1.4088669950738917
COST,510.0,12.15,9.1,10.0,1.85,+17.96%,2,171,17.59%,2.3823529411764706
COST,515.0,14.2,13.65,14.95,-1.34,-8.62%,25,23,23.00%,2.7572815533980584
DE,382.5,5.0,4.0,4.45,-1.0,-16.67%,11,60,24.43%,1.30718954248366
DE,385.0,5.2,5.4,5.85,-1.65,-24.09%,9,117,23.79%,1.3506493506493509
DE,387.5,7.16,7.0,7.75,0.21,+3.02%,5,49,25.00%,1.847741935483871
DE,390.0,11.88,8.7,9.5,1.45,+13.90%,4,76,23.41%,3.0461538461538464
DE,392.5,14.78,10.85,11.65,0.0,-,7,4,23.66%,3.765605095541401
EA,126.0,3.44,3.3,3.6,0.52,+17.81%,471,115,59.94%,2.7301587301587302
EA,127.0,3.8,3.8,4.2,0.5,+15.15%,88,135,59.62%,2.9921259842519685
EA,128.0,4.39,4.4,4.8,0.49,+12.56%,18,397,59.28%,3.4296875
EA,129.0,4.83,5.1,5.5,-0.67,-12.18%,6,30,60.03%,3.744186046511628
EA,130.0,5.48,5.8,6.2,0.88,+19.13%,2,58,59.91%,4.215384615384616
ENPH,160.0,4.2,4.2,4.45,1.95,+86.67%,633,822,48.98%,2.6250000000000004
ENPH,162.5,6.44,5.75,6.2,3.09,+92.24%,62,443,50.27%,3.9630769230769234
ENPH,165.0,8.59,7.65,8.05,4.2,+95.67%,27,447,48.93%,5.206060606060606
ENPH,167.5,10.82,9.8,10.3,4.77,+78.84%,11,157,52.34%,6.459701492537313
ENPH,170.0,13.25,12.1,12.7,5.12,+62.98%,25,197,57.96%,7.794117647058823
ETSY,93.0,1.93,1.87,1.96,-0.24,-11.06%,166,365,46.73%,2.075268817204301
ETSY,94.0,2.55,2.42,2.54,0.01,+0.39%,172,548,46.78%,2.712765957446808
ETSY,95.0,3.3,3.0,3.2,-0.35,-9.59%,35,346,46.73%,3.4736842105263155
ETSY,96.0,4.1,3.75,3.95,0.5,+13.89%,15,329,47.22%,4.270833333333333
ETSY,97.0,4.9,4.45,4.75,-0.05,-1.01%,20,79,47.31%,5.051546391752577
FCX,37.0,0.64,0.68,0.71,-0.16,-20.00%,214,1165,33.99%,1.7297297297297298
FCX,37.5,0.89,1.0,1.06,-0.29,-24.58%,105,593,34.77%,2.373333333333333
FCX,38.0,1.36,1.39,1.46,-0.07,-4.90%,15,468,35.16%,3.578947368421053
FCX,38.5,1.97,1.8,1.9,0.0,-,30,61,35.35%,5.116883116883117
FCX,39.0,2.33,2.3,2.43,-0.03,-1.27%,69,186,46.68%,5.974358974358975
HSY,275.0,2.01,1.85,2.1,0.06,+3.08%,91,136,13.94%,0.7309090909090908
HSY,277.5,2.6,3.5,3.9,-0.33,-11.26%,7,27,14.41%,0.9369369369369368
HSY,280.0,10.5,5.8,6.4,0.0,-,1,1,20.22%,3.75
HSY,285.0,10.6,10.5,11.4,0.0,-,20,0,30.57%,3.719298245614034
HSY,290.0,15.0,14.4,17.3,0.0,-,-,4,54.69%,5.172413793103448
INTC,30.5,0.57,0.59,0.62,0.27,+90.00%,864,3414,30.66%,1.8688524590163933
INTC,31.0,0.98,0.92,1.02,0.44,+81.48%,698,2901,33.59%,3.161290322580645
INTC,31.5,1.3,1.35,1.47,0.44,+51.16%,595,2491,36.91%,4.126984126984127
INTC,32.0,1.89,1.84,1.95,0.63,+50.00%,37,778,41.80%,5.90625
INTC,32.5,2.42,2.3,2.47,0.63,+35.20%,1,262,53.91%,7.446153846153845
KR,49.5,0.7,0.68,0.76,0.08,+12.90%,4,88,27.83%,1.414141414141414
KR,50.0,1.06,1.06,1.16,0.18,+20.45%,3,66,31.74%,2.12
KR,52.0,2.63,3.65,4.2,0.0,-,-,1,105.27%,5.057692307692308
KR,53.0,4.75,3.75,4.2,0.0,-,-,1,55.27%,8.962264150943396
META,235.0,3.8,3.7,3.85,-0.3,-7.32%,5334,2201,30.30%,1.6170212765957446
META,237.5,5.4,5.25,5.45,-0.27,-4.76%,501,1580,29.83%,2.273684210526316
META,240.0,7.35,7.1,7.4,-0.05,-0.68%,227,1619,30.20%,3.0625
META,242.5,9.6,9.15,9.55,-0.05,-0.52%,35,705,30.42%,3.958762886597938
META,245.0,11.88,11.5,12.15,0.78,+7.03%,73,874,38.23%,4.848979591836735
NFLX,332.5,4.35,4.2,4.55,-0.9,-17.14%,5252,520,31.47%,1.3082706766917291
NFLX,335.0,5.75,5.4,5.75,-0.95,-14.18%,3304,502,29.90%,1.7164179104477613
NFLX,337.5,7.3,7.0,7.4,-0.85,-10.43%,175,94,29.93%,2.162962962962963
NFLX,340.0,9.25,8.7,9.7,-0.85,-8.42%,974,142,34.03%,2.7205882352941178
NFLX,345.0,13.0,12.7,14.5,-4.0,-23.53%,55,70,42.46%,3.768115942028986
NVDA,287.5,4.8,4.7,4.9,1.97,+69.61%,9107,4787,32.92%,1.6695652173913045
NVDA,290.0,6.3,6.2,6.45,2.53,+67.11%,6487,6775,32.76%,2.1724137931034484
NVDA,292.5,8.2,7.75,8.25,3.24,+65.32%,2334,2346,32.84%,2.8034188034188032
NVDA,295.0,9.55,9.35,10.25,3.22,+50.87%,1459,1421,33.01%,3.2372881355932206
NVDA,297.5,11.9,11.95,12.5,4.21,+54.75%,154,453,34.74%,4.0
PCG,17.5,0.28,0.24,0.29,0.08,+40.00%,20,182,21.49%,1.6
PCG,18.0,0.81,0.43,0.96,0.0,-,1,2,71.09%,4.500000000000001
RCL,77.0,1.42,1.35,1.49,0.3,+26.79%,99,147,45.70%,1.844155844155844
RCL,78.0,1.96,1.87,2.01,0.6,+44.12%,598,53,44.24%,2.5128205128205128
RCL,79.0,2.69,2.51,2.74,0.09,+3.46%,4,33,46.24%,3.4050632911392404
RCL,80.0,3.4,3.3,3.55,0.94,+38.21%,24,39,48.44%,4.25
RCL,82.0,5.55,5.05,5.4,-0.95,-14.62%,1,7,57.52%,6.7682926829268295
TMO,535.0,4.9,4.8,5.2,2.41,+96.79%,20,26,22.51%,0.9158878504672898
TMO,537.5,6.35,6.0,6.5,3.05,+92.42%,6,10,22.12%,1.181395348837209
TMO,540.0,7.75,7.4,8.0,3.95,+103.95%,3,23,21.71%,1.4351851851851851
TMO,542.5,9.0,7.8,10.0,4.2,+87.50%,8,21,22.94%,1.6589861751152075
TMO,545.0,5.2,9.7,12.8,0.0,-,3,14,28.09%,0.9541284403669724
UNP,202.5,2.2,2.6,2.85,0.0,-,3,5,20.56%,1.08641975308642
UNP,205.0,9.12,4.5,4.9,0.0,-,2,3,23.05%,4.448780487804878
ZION,24.5,1.0,0.9,1.1,-0.2,-16.67%,50,260,93.95%,4.081632653061225
ZION,25.0,1.2,1.15,1.35,0.05,+4.35%,20,293,90.23%,4.8
ZION,25.5,1.65,1.35,1.75,0.0,-,45,54,87.30%,6.470588235294117
ZION,26.0,2.27,1.75,2.15,0.42,+22.70%,2,41,91.21%,8.73076923076923
ZION,26.5,2.43,2.15,2.4,0.0,-,19,21,81.45%,9.169811320754718
ADBE,345.0,4.7,5.05,5.25,-0.1,-2.08%,161,505,27.61%,1.3623188405797102
ADBE,347.5,6.0,6.55,6.8,-0.1,-1.64%,108,167,27.10%,1.7266187050359711
ADBE,350.0,8.08,8.2,8.8,0.28,+3.59%,55,474,28.52%,2.3085714285714287
ADBE,352.5,8.98,10.25,11.15,-0.83,-8.46%,22,125,32.11%,2.547517730496454
ADBE,355.0,11.02,12.35,13.05,-1.98,-15.23%,6,438,29.86%,3.104225352112676
AMD,96.0,2.1,2.1,2.15,-0.38,-15.32%,3296,670,41.07%,2.1875
AMD,97.0,2.79,2.71,2.79,-0.31,-10.00%,598,556,40.92%,2.8762886597938144
AMD,98.0,3.49,3.4,3.6,-0.41,-10.51%,690,118,43.46%,3.5612244897959187
AMD,99.0,4.32,4.25,4.45,-0.09,-2.04%,92,59,45.65%,4.363636363636364
AMD,100.0,5.2,5.05,5.3,-0.2,-3.70%,127,381,46.29%,5.2
APA,33.5,0.78,0.78,0.82,-0.11,-12.36%,34,195,45.70%,2.328358208955224
APA,34.0,1.06,1.09,1.14,0.15,+16.48%,36,328,45.12%,3.117647058823529
APA,34.5,1.85,1.47,1.54,0.34,+22.52%,13,109,47.27%,5.362318840579711
APA,35.0,1.8,1.83,1.99,-0.24,-11.76%,10,140,51.17%,5.142857142857142
APA,35.5,2.35,2.25,2.49,0.0,-,3,69,59.77%,6.619718309859156
BMY,68.0,0.55,0.47,0.51,0.22,+66.67%,6,315,17.97%,0.8088235294117648
BMY,69.0,1.02,1.01,1.14,0.18,+21.43%,111,875,16.90%,1.4782608695652173
BMY,70.0,2.05,1.96,2.08,0.33,+19.19%,1,110,22.07%,2.9285714285714284
BMY,71.0,3.05,2.78,3.1,0.55,+22.00%,3,165,31.25%,4.295774647887324
BMY,72.0,2.04,3.8,4.05,0.0,-,47,46,33.20%,2.833333333333333
CLX,170.0,3.3,2.1,2.45,0.1,+3.12%,2,49,18.53%,1.941176470588235
CLX,172.5,4.41,3.9,5.3,-1.12,-20.25%,1,127,35.69%,2.5565217391304347
CLX,175.0,3.65,5.2,8.5,0.0,-,106,11,58.64%,2.0857142857142854
CLX,177.5,9.0,8.2,10.8,0.0,-,3,22,65.19%,5.070422535211268
CLX,180.0,4.5,11.0,12.4,0.0,-,-,0,53.61%,2.5
CSX,32.5,0.6,0.5,0.6,-0.4,-40.00%,3,2,22.27%,1.846153846153846
CSX,33.0,2.93,0.9,1.05,0.0,-,1,0,27.34%,8.878787878787879
DAL,34.5,0.51,0.54,0.57,-0.17,-25.00%,42,405,28.03%,1.4782608695652173
DAL,35.0,0.82,0.86,0.93,-0.2,-19.61%,17,876,28.52%,2.3428571428571425
DAL,35.5,1.45,1.25,1.4,-0.11,-7.05%,2,33,34.77%,4.084507042253521
DAL,36.0,1.72,1.7,1.85,-0.21,-10.88%,34,237,35.55%,4.777777777777778
DAL,36.5,2.11,2.18,2.33,-0.26,-10.97%,30,9,37.89%,5.780821917808219
FITB,25.0,0.6,0.55,0.65,-0.25,-29.41%,82,144,44.92%,2.4
FITB,25.5,1.1,0.85,1.15,0.0,-,1,52,62.31%,4.313725490196079
FITB,26.0,3.17,1.2,1.55,0.0,-,3,167,65.23%,12.192307692307692
FITB,26.5,2.47,1.6,2.1,0.0,-,3,44,84.77%,9.320754716981131
FITB,27.0,2.8,2.0,2.55,-1.35,-32.53%,1,18,90.23%,10.37037037037037
GE,101.0,0.95,0.94,1.02,-0.21,-18.10%,304,1222,24.17%,0.9405940594059404
GE,102.0,1.4,1.49,1.56,-0.35,-20.00%,26,110,23.10%,1.3725490196078431
GE,103.0,1.79,2.11,2.28,-0.64,-26.34%,2,64,22.75%,1.7378640776699028
GE,104.0,2.43,2.97,3.15,-0.87,-26.36%,6,17,23.73%,2.3365384615384617
GE,105.0,4.2,3.9,4.1,0.0,-,1,8,26.17%,4.0
GOOGL,108.0,1.95,1.92,2.01,0.24,+14.04%,4401,1835,37.01%,1.8055555555555556
GOOGL,109.0,2.63,2.51,2.62,0.37,+16.37%,3780,975,36.91%,2.412844036697248
GOOGL,110.0,3.35,3.2,3.35,0.4,+13.56%,1586,746,37.65%,3.045454545454546
GOOGL,111.0,3.9,3.8,4.15,0.2,+5.41%,265,53,38.48%,3.5135135135135136
GOOGL,112.0,4.9,4.15,5.05,0.35,+7.69%,78,67,40.97%,4.375
HD,292.5,3.31,3.45,3.7,-2.59,-43.90%,30,259,21.60%,1.1316239316239316
HD,295.0,5.0,5.05,5.35,-3.95,-44.13%,98,336,20.90%,1.694915254237288
HD,297.5,6.79,6.7,7.6,-4.46,-39.64%,3,435,23.83%,2.2823529411764705
HD,300.0,10.12,9.0,9.9,-3.78,-27.19%,4,385,26.05%,3.373333333333333
HD,302.5,16.49,11.45,12.45,0.0,-,1,18,31.54%,5.451239669421487
ILMN,195.0,2.92,2.85,3.2,0.0,-,33,124,34.62%,1.4974358974358974
ILMN,197.5,2.58,4.4,4.8,0.0,-,69,66,35.40%,1.3063291139240507
ILMN,200.0,8.51,6.2,6.8,4.71,+123.95%,6,15,37.99%,4.255
ILMN,202.5,7.43,7.8,8.9,0.0,-,2,5,39.16%,3.669135802469136
ILMN,205.0,7.6,10.5,11.4,0.0,-,2,30,46.53%,3.707317073170731
ISRG,302.5,3.43,2.7,3.1,0.68,+24.73%,3,100,20.59%,1.133884297520661
ISRG,305.0,4.43,4.1,4.6,0.74,+20.05%,2,121,19.79%,1.4524590163934423
ISRG,307.5,5.9,6.0,6.5,0.2,+3.51%,1,22,19.36%,1.91869918699187
ISRG,310.0,8.0,7.0,9.7,0.0,-,1,5,32.79%,2.5806451612903225
ISRG,312.5,10.0,9.1,11.4,0.0,-,1,5,27.39%,3.2
JPM,137.0,1.32,1.42,1.51,0.03,+2.33%,353,908,20.87%,0.9635036496350364
JPM,138.0,2.01,2.04,2.09,0.33,+19.64%,619,1378,19.53%,1.4565217391304346
JPM,139.0,3.07,2.68,2.92,0.74,+31.76%,46,609,21.00%,2.20863309352518
JPM,140.0,3.4,3.5,3.8,0.2,+6.25%,421,624,22.12%,2.4285714285714284
JPM,141.0,4.3,4.45,4.8,-0.23,-5.08%,91,503,26.17%,3.0496453900709217
KMX,73.0,1.15,1.3,1.35,-0.1,-8.00%,14,16,36.18%,1.5753424657534243
KMX,74.0,2.46,1.85,2.0,-0.73,-22.88%,1,1,36.43%,3.324324324324325
KMX,76.0,6.2,2.8,4.3,0.0,-,1,0,68.75%,8.157894736842106
KMX,80.0,12.7,7.1,7.7,0.0,-,-,4,69.73%,15.875
KMX,85.0,13.2,11.9,12.8,0.0,-,-,0,108.59%,15.52941176470588
LLY,430.0,4.6,4.6,5.05,1.28,+38.55%,371,369,23.38%,1.069767441860465
LLY,432.5,5.7,6.25,6.65,1.2,+26.67%,82,238,23.80%,1.317919075144509
LLY,435.0,7.1,8.15,8.75,1.1,+18.33%,78,117,26.18%,1.6321839080459768
LLY,437.5,9.6,10.0,11.05,1.3,+15.66%,3,12,29.24%,2.1942857142857144
LLY,440.0,11.55,12.15,13.25,1.8,+18.46%,3,16,31.08%,2.6250000000000004
MDT,90.0,0.83,0.88,0.97,0.11,+15.28%,12,459,20.07%,0.9222222222222222
MDT,91.0,1.36,0.7,1.86,0.0,-,32,386,26.76%,1.4945054945054947
MDT,92.0,2.27,1.07,2.7,0.0,-,5,53,29.30%,2.467391304347826
MDT,95.0,5.2,3.4,6.65,0.0,-,5,0,84.72%,5.473684210526316
QCOM,106.0,1.31,1.32,1.44,0.76,+138.18%,676,485,29.88%,1.2358490566037736
QCOM,107.0,1.83,1.86,2.0,0.99,+117.86%,226,1467,29.10%,1.7102803738317758
QCOM,108.0,2.91,2.51,2.65,1.72,+144.54%,91,1028,27.44%,2.6944444444444446
QCOM,109.0,3.5,3.3,3.55,2.05,+141.38%,32,302,30.57%,3.211009174311927
QCOM,110.0,4.3,4.05,4.55,1.97,+84.55%,3068,8546,36.23%,3.9090909090909087
