Symbol,Strike,Last Price,Bid,Ask,Change,% Change,Volume,Open Interest,Implied Volatility,Ratio
CMG,1840.0,0.25,0.0,0.7,0.0,-,5,28,46.44%,0.01358695652173913
CMG,1845.0,4.3,0.0,4.8,0.0,-,-,1,56.34%,0.23306233062330622
CMG,1850.0,0.16,0.0,0.7,-0.04,-20.00%,16,144,44.26%,0.008648648648648649
CMG,1855.0,1.87,0.05,0.7,0.0,-,3,5,43.19%,0.10080862533692722
CMG,1860.0,0.4,0.0,0.7,0.0,-,43,29,42.09%,0.021505376344086023
CMG,1865.0,0.1,0.05,0.7,-0.24,-70.59%,1,8,41.02%,0.005361930294906166
CMG,1870.0,0.1,0.05,0.75,-0.15,-60.00%,6,75,40.37%,0.005347593582887701
CMG,1875.0,0.17,0.1,0.75,-0.18,-51.43%,4,14,39.27%,0.009066666666666667
CMG,1880.0,0.15,0.1,0.75,-0.35,-70.00%,15,45,38.17%,0.007978723404255319
CMG,1885.0,0.35,0.05,0.35,-0.6,-63.16%,9,6,33.06%,0.018567639257294426
CMG,1890.0,0.3,0.1,0.3,-0.17,-36.17%,1,27,31.35%,0.015873015873015872
CMG,1895.0,0.35,0.1,0.4,-0.35,-50.00%,1,24,31.64%,0.01846965699208443
CMG,1900.0,0.25,0.05,0.4,-0.35,-58.33%,55,125,30.62%,0.013157894736842105
CMG,1905.0,0.32,0.1,0.5,-0.42,-56.76%,41,156,30.59%,0.01679790026246719
CMG,1910.0,0.35,0.2,0.55,-0.46,-56.79%,1,41,29.98%,0.01832460732984293
CMG,1915.0,1.0,0.2,0.6,0.0,-,48,69,29.33%,0.05221932114882506
CMG,1920.0,0.4,0.25,0.65,-0.6,-60.00%,23,45,28.63%,0.020833333333333336
CMG,1925.0,0.48,0.4,0.7,-0.57,-54.29%,21,66,27.88%,0.02493506493506493
CMG,1930.0,0.5,0.4,0.8,-0.8,-61.54%,34,61,27.42%,0.025906735751295335
CMG,1935.0,0.6,0.4,1.2,-0.76,-55.88%,4,41,28.41%,0.031007751937984492
CMG,1940.0,0.68,0.45,1.3,-0.92,-57.50%,39,80,27.66%,0.03505154639175258
CMG,1945.0,0.72,0.15,1.4,-1.43,-66.51%,125,46,26.86%,0.037017994858611826
CMG,1950.0,0.95,0.3,1.0,-0.93,-49.47%,40,184,23.88%,0.04871794871794871
CMG,1955.0,1.13,0.5,1.4,-1.1,-49.33%,94,56,24.37%,0.0578005115089514
CMG,1960.0,1.33,0.85,1.5,-1.2,-47.43%,936,60,23.47%,0.06785714285714285
CMG,1965.0,1.53,1.1,1.75,-1.52,-49.84%,1117,34,23.03%,0.07786259541984733
CMG,1970.0,1.88,1.45,2.0,-1.51,-44.54%,219,163,22.46%,0.09543147208121827
CMG,1975.0,2.26,1.6,3.4,-1.83,-44.74%,251,74,24.56%,0.11443037974683543
CMG,1980.0,2.72,1.3,3.0,-1.97,-42.00%,149,97,22.16%,0.13737373737373737
CMG,1985.0,3.22,2.4,5.1,-1.98,-38.08%,69,31,24.79%,0.16221662468513853
CMG,1990.0,3.88,3.2,4.3,-2.52,-39.38%,109,50,21.68%,0.19497487437185929
CMG,1995.0,4.2,3.4,5.9,-3.0,-41.67%,33,42,22.72%,0.21052631578947367
CMG,2000.0,5.5,3.7,5.9,-3.0,-35.29%,102,168,20.93%,0.27499999999999997
CMG,2005.0,6.3,5.0,8.8,-2.45,-28.00%,16,56,23.25%,0.31421446384039897
CMG,2010.0,7.7,6.0,9.4,-2.4,-23.76%,61,42,22.00%,0.3830845771144279
CMG,2015.0,8.88,7.2,9.5,-2.57,-22.45%,29,44,19.97%,0.4406947890818859
CMG,2020.0,9.7,8.6,11.0,-3.2,-24.81%,63,58,19.58%,0.4801980198019802
CMG,2022.5,10.5,9.4,12.3,-3.5,-25.00%,4,26,19.95%,0.519159456118665
CMG,2025.0,12.29,8.8,13.2,-4.51,-26.85%,28,45,19.77%,0.6069135802469136
CMG,2027.5,13.0,9.7,15.3,-3.5,-21.21%,26,43,20.95%,0.6411837237977805
CMG,2030.0,15.0,13.2,15.0,-4.0,-21.05%,61,174,19.21%,0.7389162561576355
CMG,2032.5,16.4,14.2,16.2,-0.9,-5.20%,6,21,19.18%,0.8068880688806888
CMG,2035.0,16.6,15.3,17.4,-6.62,-28.51%,8,22,19.08%,0.8157248157248158
CMG,2037.5,17.9,16.5,18.7,-2.9,-13.94%,4,4,19.02%,0.8785276073619631
CMG,2040.0,19.8,17.5,19.9,-1.7,-7.91%,41,46,18.77%,0.9705882352941178
CMG,2042.5,20.8,16.2,22.3,-4.9,-19.07%,9,16,19.89%,1.018359853121175
CMG,2045.0,15.5,19.0,23.8,-10.0,-39.22%,12,16,19.87%,0.7579462102689487
CMG,2047.5,20.35,20.3,24.6,-6.45,-24.07%,3,19,18.90%,0.9938949938949939
CMG,2050.0,25.45,22.3,26.3,-3.03,-10.64%,9,107,18.97%,1.2414634146341463
CMG,2052.5,26.8,22.7,28.1,-1.6,-5.63%,1,4,19.10%,1.3057247259439708
CMG,2055.0,35.2,24.1,30.8,0.0,-,5,37,20.38%,1.712895377128954
CMG,2060.0,24.5,27.7,33.7,-12.72,-34.18%,15,38,19.38%,1.1893203883495145
CMG,2065.0,29.32,31.2,39.0,-14.12,-32.50%,31,18,21.63%,1.4198547215496369
CMG,2070.0,31.28,35.4,43.1,-15.72,-33.45%,1,12,21.98%,1.511111111111111
CMG,2075.0,41.9,39.5,47.5,6.5,+18.36%,2,7,22.64%,2.0192771084337346
CMG,2080.0,49.1,43.9,52.0,-1.9,-3.73%,2,23,23.33%,2.3605769230769234
CMG,2085.0,48.1,48.3,56.4,0.0,-,3,3,23.71%,2.306954436450839
CMG,2090.0,63.0,52.8,60.4,0.0,-,1,33,23.03%,3.014354066985646
CMG,2095.0,49.7,56.0,65.1,0.0,-,-,100,23.68%,2.372315035799523
CMG,2100.0,62.0,62.0,71.0,0.0,-,103,115,27.13%,2.9523809523809526
CMG,2105.0,77.4,68.4,75.6,0.0,-,1,0,27.55%,3.676959619952494
CMG,2115.0,71.7,78.2,86.0,0.0,-,-,0,31.16%,3.3900709219858163
CMG,2135.0,81.03,97.5,107.1,0.0,-,-,0,39.05%,3.7953161592505857
CMG,2140.0,104.88,101.2,110.0,0.0,-,-,0,34.65%,4.900934579439252
CMG,2145.0,108.81,106.3,115.2,0.0,-,1,1,36.46%,5.072727272727272
CMG,2165.0,133.4,127.3,137.5,0.0,-,1,0,47.72%,6.161662817551964
CMG,2170.0,119.0,132.7,140.8,0.0,-,-,0,44.20%,5.483870967741936
CMG,2180.0,134.4,143.4,152.3,0.0,-,-,1,50.90%,6.165137614678899
CMG,2200.0,135.3,159.5,170.3,0.0,-,1,0,49.29%,6.15
CMG,2320.0,259.7,283.0,295.5,0.0,-,-,0,68.04%,11.193965517241379
CMG,2340.0,274.5,300.0,315.2,0.0,-,-,0,54.20%,11.73076923076923
CMG,2350.0,302.0,310.4,322.1,0.0,-,-,0,87.24%,12.851063829787234
DG,145.0,0.1,0.0,0.2,0.0,-,-,1,170.31%,0.06896551724137931
DG,185.0,0.28,0.0,0.2,0.0,-,1,5,79.10%,0.15135135135135136
DG,190.0,0.25,0.0,0.2,0.0,-,1,12,68.56%,0.13157894736842105
DG,195.0,0.11,0.0,0.1,0.0,-,1,23,52.73%,0.056410256410256404
DG,200.0,0.2,0.0,0.15,0.0,-,1,213,51.27%,0.1
DG,202.5,0.05,0.0,0.25,-0.03,-37.50%,1,1,50.59%,0.02469135802469136
DG,205.0,0.05,0.0,0.15,0.0,-,15,60,40.33%,0.02439024390243903
DG,207.5,0.05,0.05,0.1,-0.12,-70.59%,5,23,32.32%,0.024096385542168676
DG,210.0,0.17,0.05,0.15,0.0,-,12,30,29.30%,0.08095238095238096
DG,212.5,0.28,0.1,0.3,0.0,-,109,157,27.93%,0.13176470588235295
DG,215.0,0.31,0.3,0.45,-0.19,-38.00%,12,37,24.29%,0.14418604651162792
DG,217.5,0.6,0.6,0.8,-0.4,-40.00%,511,173,21.63%,0.27586206896551724
DG,220.0,1.45,1.35,1.5,-0.2,-12.12%,22,241,19.43%,0.6590909090909091
DG,222.5,2.95,2.6,2.85,-0.55,-15.71%,2,59,18.85%,1.3258426966292136
DG,225.0,5.25,4.3,4.9,0.0,-,1,4,21.24%,2.3333333333333335
DG,230.0,9.47,8.8,10.1,-5.89,-38.35%,1,1,38.53%,4.1173913043478265
DG,232.5,13.7,11.3,12.7,0.0,-,2,0,46.90%,5.89247311827957
DG,235.0,16.15,13.6,15.1,0.0,-,2,0,51.12%,6.872340425531914
DPZ,210.0,0.15,0.0,0.05,0.0,-,-,1,130.47%,0.07142857142857142
DPZ,220.0,0.2,0.0,0.8,0.0,-,-,1,163.48%,0.09090909090909091
DPZ,230.0,0.15,0.0,0.05,0.0,-,-,17,101.56%,0.06521739130434782
DPZ,235.0,0.15,0.0,0.8,0.0,-,-,1,135.55%,0.06382978723404255
DPZ,245.0,0.05,0.0,0.15,0.0,-,11,12,92.38%,0.020408163265306124
DPZ,250.0,0.77,0.0,0.8,0.0,-,2,3,108.89%,0.30800000000000005
DPZ,255.0,0.85,0.0,0.8,0.0,-,2,11,100.24%,0.3333333333333333
DPZ,260.0,1.65,0.0,0.8,0.0,-,7,5,91.65%,0.6346153846153846
DPZ,265.0,1.15,0.0,0.8,0.0,-,-,1,83.11%,0.43396226415094336
DPZ,275.0,0.25,0.0,0.25,0.0,-,1,6,54.00%,0.09090909090909091
DPZ,280.0,0.1,0.0,0.6,0.0,-,1,5,54.44%,0.03571428571428571
DPZ,285.0,0.99,0.0,0.75,0.0,-,2,336,57.08%,0.3473684210526316
DPZ,287.5,0.1,0.0,0.25,-0.38,-79.17%,4,2,40.63%,0.034782608695652174
DPZ,290.0,0.1,0.05,0.45,-0.05,-33.33%,1,30,41.70%,0.034482758620689655
DPZ,295.0,0.27,0.15,0.4,-0.05,-15.62%,1,26,31.74%,0.09152542372881356
DPZ,297.5,0.38,0.25,0.45,-0.05,-11.63%,24,40,28.08%,0.12773109243697478
DPZ,300.0,0.6,0.4,0.7,-0.05,-7.69%,39,76,26.86%,0.2
DPZ,302.5,0.84,0.7,1.1,-0.01,-1.18%,33,22,25.87%,0.27768595041322314
DPZ,305.0,1.45,1.2,1.55,0.35,+31.82%,34,77,23.63%,0.4754098360655738
DPZ,307.5,2.4,1.95,2.35,0.8,+50.00%,81,62,22.41%,0.7804878048780488
DPZ,310.0,3.5,3.0,3.5,0.33,+10.41%,17,72,21.42%,1.129032258064516
DPZ,312.5,4.5,4.2,5.7,-0.3,-6.25%,6,162,26.44%,1.44
DPZ,315.0,6.5,5.7,7.8,1.09,+20.15%,7,452,29.21%,2.0634920634920633
DPZ,317.5,9.65,7.8,10.0,2.45,+34.03%,1,44,31.74%,3.039370078740158
DPZ,320.0,10.82,10.1,12.6,0.0,-,3,106,38.06%,3.38125
DPZ,322.5,13.7,11.4,16.2,1.8,+15.13%,5,24,55.10%,4.2480620155038755
DPZ,325.0,17.9,14.0,19.0,3.2,+21.77%,3,11,63.56%,5.507692307692307
DPZ,327.5,18.8,16.1,21.9,1.69,+9.88%,1,0,72.96%,5.740458015267176
DPZ,330.0,18.0,18.4,24.9,0.0,-,3,2,83.30%,5.454545454545454
DPZ,332.5,10.3,21.5,27.5,0.0,-,-,1,51.12%,3.0977443609022557
DPZ,335.0,18.68,23.1,29.9,0.0,-,1,2,93.53%,5.576119402985075
DPZ,337.5,5.96,25.1,32.2,0.0,-,-,0,96.24%,1.765925925925926
DPZ,340.0,24.4,27.8,34.6,0.0,-,1,0,99.85%,7.1764705882352935
DPZ,342.5,25.7,30.9,36.9,0.0,-,2,0,102.12%,7.5036496350364965
DPZ,365.0,46.0,52.0,60.9,0.0,-,1,0,69.73%,12.602739726027398
DPZ,375.0,45.5,63.3,69.2,0.0,-,1,0,151.34%,12.133333333333333
FDX,160.0,0.02,0.0,0.03,0.0,-,10,18,118.75%,0.0125
FDX,175.0,0.02,0.0,0.09,0.0,-,8,10,102.73%,0.011428571428571429
FDX,180.0,0.01,0.0,0.03,0.0,-,6,7,82.81%,0.005555555555555556
FDX,185.0,0.04,0.0,0.1,0.0,-,5,35,84.38%,0.021621621621621623
FDX,190.0,0.01,0.0,0.01,0.0,-,1,69,59.38%,0.005263157894736842
FDX,195.0,0.02,0.0,0.1,0.0,-,10,14,65.63%,0.010256410256410256
FDX,197.5,0.04,0.0,0.1,0.0,-,-,100,60.94%,0.020253164556962026
FDX,200.0,0.02,0.0,0.1,0.0,-,15,121,56.25%,0.01
FDX,202.5,0.03,0.0,0.02,0.0,-,11,14,46.09%,0.014814814814814815
FDX,205.0,0.03,0.01,0.03,0.0,-,8,130,44.14%,0.014634146341463414
FDX,207.5,0.03,0.0,0.11,-0.01,-25.00%,4,33,47.85%,0.014457831325301203
FDX,210.0,0.03,0.0,0.03,-0.06,-66.67%,104,161,35.35%,0.014285714285714284
FDX,212.5,0.05,0.02,0.11,-0.02,-28.57%,3,111,37.79%,0.023529411764705882
FDX,215.0,0.06,0.03,0.12,-0.04,-40.00%,8,397,33.20%,0.027906976744186046
FDX,217.5,0.13,0.13,0.18,-0.02,-13.33%,3,272,30.47%,0.05977011494252874
FDX,220.0,0.25,0.2,0.31,0.04,+19.05%,45,442,28.47%,0.11363636363636363
FDX,222.5,0.44,0.42,0.52,0.1,+29.41%,28,306,26.12%,0.19775280898876405
FDX,225.0,0.9,0.79,0.92,0.26,+40.62%,326,578,24.20%,0.4
FDX,227.5,1.57,1.44,1.64,0.52,+49.52%,65,424,22.66%,0.6901098901098902
FDX,230.0,2.79,2.6,2.79,1.03,+58.52%,162,1138,21.22%,1.2130434782608694
FDX,232.5,4.15,3.95,4.55,1.18,+39.73%,33,165,21.44%,1.78494623655914
FDX,235.0,6.55,6.3,6.95,1.78,+37.32%,2,307,27.08%,2.7872340425531914
FDX,237.5,10.55,8.45,9.3,0.0,-,8,9,30.62%,4.442105263157895
FDX,240.0,9.75,10.8,11.95,-0.29,-2.89%,1,8,39.65%,4.0625
FDX,242.5,11.4,13.35,14.35,0.0,-,3,3,43.16%,4.701030927835052
FDX,245.0,17.5,18.2,19.15,0.0,-,-,0,80.42%,7.142857142857142
FDX,250.0,22.75,20.65,21.2,0.0,-,-,0,0.00%,9.1
FDX,252.5,21.35,23.35,24.35,0.0,-,1,1,63.67%,8.455445544554456
FDX,255.0,26.25,25.8,26.95,0.0,-,1,0,71.48%,10.294117647058822
FDX,257.5,26.6,28.25,29.45,0.0,-,1,0,76.22%,10.330097087378642
FDX,265.0,34.25,35.8,36.95,0.0,-,2,0,89.94%,12.924528301886792
FOXA,27.0,0.05,0.0,0.05,0.0,-,-,1,79.69%,0.1851851851851852
FOXA,28.0,0.1,0.0,0.05,0.0,-,1,17,64.06%,0.35714285714285715
FOXA,29.0,0.04,0.0,0.05,-0.06,-60.00%,26,178,55.47%,0.13793103448275862
FOXA,30.0,0.07,0.05,0.1,-0.13,-65.00%,39,130,46.68%,0.23333333333333336
FOXA,31.0,0.14,0.1,0.2,-0.26,-65.00%,130,163,35.35%,0.4516129032258065
FOXA,31.5,0.37,0.3,0.4,-0.23,-38.33%,70,573,36.72%,1.1746031746031746
FOXA,32.0,0.5,0.55,0.65,-0.25,-33.33%,335,223,35.55%,1.5625
FOXA,32.5,0.7,0.8,1.0,-0.35,-33.33%,1061,26,36.13%,2.1538461538461537
FOXA,33.0,1.25,1.25,1.5,-0.2,-13.79%,93,14,46.88%,3.787878787878788
FOXA,33.5,1.25,1.75,2.3,-0.45,-26.47%,1,36,59.57%,3.731343283582089
FOXA,35.0,2.55,1.45,4.6,0.0,-,-,2,187.99%,7.285714285714286
FOXA,36.0,3.2,3.2,5.9,0.0,-,2,0,105.86%,8.88888888888889
GS,200.0,0.01,0.0,0.08,0.0,-,14,19,167.97%,0.005
GS,220.0,0.01,0.0,0.51,0.0,-,2,5,171.48%,0.004545454545454546
GS,230.0,0.18,0.0,0.51,0.0,-,-,3,154.10%,0.07826086956521738
GS,235.0,0.02,0.0,0.02,0.0,-,1,3,101.56%,0.00851063829787234
GS,240.0,0.29,0.0,0.51,0.0,-,-,1,137.31%,0.12083333333333332
GS,245.0,0.02,0.0,0.08,0.0,-,-,16,102.34%,0.00816326530612245
GS,250.0,0.02,0.0,0.08,0.0,-,1,316,95.70%,0.008
GS,255.0,0.03,0.0,0.08,0.0,-,28,36,89.06%,0.011764705882352941
GS,260.0,0.01,0.0,0.08,-0.03,-75.00%,1,142,82.42%,0.0038461538461538464
GS,265.0,0.02,0.0,0.07,0.0,-,69,94,75.00%,0.007547169811320755
GS,270.0,0.02,0.0,0.02,0.0,-,8,122,60.94%,0.007407407407407408
GS,275.0,0.02,0.01,0.08,-0.01,-33.33%,6,52,64.45%,0.007272727272727273
GS,280.0,0.04,0.02,0.04,0.0,-,25,86,55.47%,0.014285714285714287
GS,282.5,0.09,0.02,0.04,0.0,-,17,102,52.73%,0.03185840707964602
GS,285.0,0.03,0.02,0.05,-0.01,-25.00%,21,91,50.39%,0.010526315789473684
GS,287.5,0.04,0.03,0.05,0.0,-,1,259,49.61%,0.013913043478260872
GS,290.0,0.05,0.04,0.06,0.0,-,11,265,47.46%,0.017241379310344827
GS,292.5,0.09,0.05,0.07,0.0,-,17,68,45.31%,0.03076923076923077
GS,295.0,0.07,0.06,0.08,-0.02,-22.22%,2,91,42.87%,0.023728813559322035
GS,297.5,0.09,0.07,0.09,0.0,-,31,133,40.33%,0.03025210084033613
GS,300.0,0.1,0.09,0.1,-0.02,-16.67%,211,261,37.60%,0.03333333333333334
GS,302.5,0.12,0.12,0.15,-0.06,-33.33%,4,287,36.62%,0.0396694214876033
GS,305.0,0.18,0.17,0.19,-0.02,-10.00%,17,269,34.57%,0.05901639344262295
GS,307.5,0.2,0.24,0.28,-0.1,-33.33%,208,143,33.40%,0.06504065040650406
GS,310.0,0.36,0.35,0.42,-0.05,-12.20%,707,935,32.42%,0.11612903225806451
GS,312.5,0.56,0.5,0.59,-0.05,-8.20%,50,153,30.91%,0.17920000000000003
GS,315.0,0.79,0.76,0.85,-0.01,-1.25%,118,629,29.61%,0.2507936507936508
GS,317.5,0.91,1.11,1.18,-0.2,-18.02%,115,367,27.93%,0.2866141732283465
GS,320.0,1.61,1.6,1.74,0.11,+7.33%,696,830,27.03%,0.503125
GS,322.5,2.38,2.31,2.43,0.31,+14.98%,212,278,25.50%,0.7379844961240309
GS,325.0,3.25,3.3,3.45,0.41,+14.44%,313,621,24.57%,1.0
GS,327.5,4.45,4.45,4.85,0.58,+14.99%,111,1131,24.28%,1.3587786259541985
GS,330.0,5.78,6.05,6.5,0.63,+12.23%,86,359,23.66%,1.7515151515151515
GS,332.5,7.5,7.85,8.5,1.31,+21.16%,9,1910,23.95%,2.2556390977443606
GS,335.0,9.6,9.85,10.8,1.02,+11.89%,6,1689,26.00%,2.8656716417910446
GS,337.5,11.41,12.2,13.15,1.02,+9.82%,7,540,27.83%,3.380740740740741
GS,340.0,13.4,14.7,15.5,0.0,-,7,193,28.57%,3.9411764705882355
GS,342.5,15.59,17.25,18.1,0.0,-,5,22,34.38%,4.5518248175182485
GS,345.0,18.9,19.75,20.45,0.0,-,12,78,34.03%,5.478260869565217
GS,347.5,20.6,22.25,23.0,0.0,-,7,0,38.77%,5.928057553956835
GS,350.0,22.59,24.65,25.95,0.0,-,10,15,52.15%,6.454285714285714
GS,352.5,27.75,27.15,28.15,2.15,+8.40%,1,12,49.37%,7.872340425531915
GS,355.0,22.1,29.65,30.6,0.0,-,4,0,51.32%,6.225352112676057
GS,360.0,29.2,34.6,35.8,0.0,-,-,0,62.94%,8.11111111111111
GS,365.0,37.95,39.6,40.65,0.0,-,1,0,65.23%,10.397260273972604
GS,375.0,40.0,49.3,51.05,0.0,-,1,0,88.04%,10.666666666666668
GS,420.0,93.32,94.15,95.8,0.0,-,2,1,129.98%,22.219047619047615
GS,425.0,92.82,99.35,100.55,0.0,-,1,0,123.14%,21.84
GS,430.0,103.33,104.5,105.7,0.0,-,1,0,135.25%,24.030232558139534
GS,440.0,113.33,114.55,115.85,0.0,-,2,0,150.88%,25.75681818181818
LOW,145.0,0.04,0.0,0.12,0.0,-,-,8,139.45%,0.027586206896551724
LOW,150.0,0.01,0.0,0.12,0.0,-,1,1,127.34%,0.006666666666666667
LOW,160.0,0.06,0.0,0.12,0.0,-,3,23,104.30%,0.0375
LOW,165.0,0.24,0.0,0.13,0.0,-,-,1,94.14%,0.14545454545454545
LOW,170.0,0.05,0.0,0.1,0.0,-,8,27,80.47%,0.029411764705882356
LOW,175.0,0.03,0.0,0.04,0.0,-,10,30,62.50%,0.017142857142857144
LOW,180.0,0.09,0.0,0.09,0.07,+350.00%,2,55,58.59%,0.05
LOW,182.5,0.02,0.01,0.12,-0.02,-50.00%,5,10,56.25%,0.010958904109589041
LOW,185.0,0.02,0.01,0.04,-0.05,-71.43%,13,67,47.66%,0.010810810810810811
LOW,187.5,0.08,0.01,0.1,0.0,-,16,57,49.02%,0.042666666666666665
LOW,190.0,0.15,0.02,0.1,0.0,-,2,584,43.36%,0.07894736842105263
LOW,192.5,0.08,0.05,0.12,-0.07,-46.67%,20,347,39.06%,0.04155844155844156
LOW,195.0,0.11,0.04,0.29,-0.15,-57.69%,16,323,40.23%,0.056410256410256404
LOW,197.5,0.16,0.13,0.17,-0.29,-64.44%,5,59,29.59%,0.0810126582278481
LOW,200.0,0.27,0.23,0.29,-0.56,-67.47%,13,990,26.76%,0.135
LOW,202.5,0.52,0.47,0.56,-0.99,-65.56%,73,433,24.71%,0.25679012345679014
LOW,205.0,1.11,1.01,1.1,-1.23,-52.56%,139,360,23.05%,0.5414634146341464
LOW,207.5,2.1,1.91,2.05,-1.95,-48.15%,66,146,21.41%,1.0120481927710845
LOW,210.0,3.75,3.35,3.6,-2.04,-35.23%,15,159,20.75%,1.7857142857142856
LOW,212.5,6.1,5.4,5.7,-3.07,-33.48%,4,8,21.92%,2.8705882352941177
LOW,215.0,10.52,7.45,8.4,0.0,-,1,2,33.01%,4.8930232558139535
LOW,220.0,14.34,12.4,13.4,0.0,-,1,1,46.09%,6.5181818181818185
LOW,222.5,13.9,14.85,15.9,0.0,-,9,9,52.15%,6.247191011235955
LOW,225.0,21.3,17.35,18.4,0.0,-,-,1,58.01%,9.466666666666669
LOW,240.0,32.95,32.35,33.45,-3.65,-9.97%,3,0,54.69%,13.729166666666668
MPC,70.0,0.02,0.0,0.03,0.0,-,-,2,162.50%,0.028571428571428574
MPC,80.0,0.02,0.0,0.01,0.0,-,-,2,106.25%,0.025
MPC,85.0,0.04,0.0,0.03,0.0,-,5,11,98.44%,0.047058823529411764
MPC,90.0,0.04,0.0,0.05,0.0,-,76,62,83.59%,0.044444444444444446
MPC,95.0,0.01,0.0,0.03,-0.06,-85.71%,15,41,60.16%,0.010526315789473684
MPC,96.0,0.03,0.0,0.03,-0.08,-72.73%,11,266,57.03%,0.03125
MPC,97.0,0.22,0.0,0.03,0.0,-,24,48,53.13%,0.2268041237113402
MPC,98.0,0.3,0.0,0.04,0.0,-,10,29,51.56%,0.30612244897959184
MPC,99.0,0.11,0.01,0.09,0.0,-,5,27,54.30%,0.1111111111111111
MPC,100.0,0.05,0.02,0.1,-0.06,-54.55%,42,196,51.56%,0.05
MPC,101.0,0.08,0.03,0.15,-0.1,-55.56%,1,28,50.98%,0.07920792079207921
MPC,102.0,0.1,0.02,0.08,-0.1,-50.00%,11,148,45.51%,0.09803921568627451
MPC,103.0,0.21,0.07,0.11,-0.08,-27.59%,100,109,43.95%,0.20388349514563106
MPC,104.0,0.22,0.11,0.15,-0.13,-37.14%,1,81,42.09%,0.21153846153846154
MPC,105.0,0.16,0.17,0.22,-0.39,-70.91%,7,81,41.02%,0.1523809523809524
MPC,106.0,0.28,0.26,0.32,-0.43,-60.56%,26,394,40.04%,0.2641509433962264
MPC,107.0,0.35,0.38,0.47,-0.59,-62.77%,13,303,39.36%,0.32710280373831774
MPC,108.0,1.01,0.54,0.67,-0.46,-31.29%,2,281,38.57%,0.9351851851851852
MPC,109.0,0.69,0.81,0.9,-1.29,-65.15%,52,74,36.96%,0.6330275229357797
MPC,110.0,1.21,1.13,1.24,-1.28,-51.41%,62,87,36.16%,1.0999999999999999
MPC,111.0,2.05,1.55,1.67,-0.84,-29.07%,32,46,35.40%,1.8468468468468466
MPC,112.0,2.22,2.07,2.19,-3.52,-61.32%,44,168,34.47%,1.9821428571428572
MPC,113.0,5.31,2.69,2.84,0.0,-,12,17,34.33%,4.699115044247787
MPC,114.0,5.21,3.4,3.6,0.0,-,1,48,34.82%,4.5701754385964914
MPC,115.0,4.0,4.2,4.4,-2.1,-34.43%,21,217,34.38%,3.4782608695652173
MPC,116.0,4.45,5.0,5.4,-4.05,-47.65%,20,45,39.65%,3.836206896551724
MPC,117.0,10.88,5.95,6.4,0.0,-,1,79,44.73%,9.2991452991453
MPC,118.0,10.54,6.95,7.3,0.0,-,1,71,45.02%,8.932203389830509
MPC,119.0,10.27,7.95,8.25,0.0,-,2,40,46.68%,8.630252100840336
MPC,120.0,12.25,8.7,9.35,0.0,-,1,0,56.35%,10.208333333333334
MPC,121.0,10.55,9.7,10.35,0.0,-,28,0,60.64%,8.71900826446281
MPC,122.0,14.6,10.7,11.35,0.0,-,1,15,64.84%,11.967213114754099
MPC,123.0,15.55,11.7,12.35,0.0,-,3,15,68.95%,12.642276422764228
MPC,124.0,15.5,12.7,13.35,0.0,-,4,15,73.05%,12.5
MPC,125.0,15.45,13.7,14.35,5.45,+54.50%,4,0,76.95%,12.36
MPC,126.0,20.55,14.75,15.35,0.0,-,1,15,80.86%,16.30952380952381
MPC,127.0,5.21,15.75,16.35,0.0,-,13,0,84.57%,4.102362204724409
MPC,128.0,19.3,16.7,17.35,0.0,-,1,0,88.38%,15.078125
MPC,129.0,13.55,17.7,18.35,0.0,-,100,0,91.99%,10.503875968992249
MPC,130.0,21.3,18.7,19.35,0.0,-,1,0,95.70%,16.384615384615387
MPC,131.0,7.2,19.7,20.35,0.0,-,-,0,99.22%,5.4961832061068705
MPC,132.0,22.1,20.75,21.35,15.9,+256.45%,1,0,102.73%,16.742424242424246
MPC,136.0,8.15,30.65,31.25,0.0,-,1,0,298.10%,5.99264705882353
MPC,144.0,13.8,38.65,39.3,0.0,-,2,0,337.26%,9.583333333333334
MTCH,22.5,0.03,0.0,0.01,0.0,-,19,19,125.00%,0.13333333333333333
MTCH,25.0,0.03,0.0,0.05,0.0,-,21,30,114.06%,0.12
MTCH,26.0,0.05,0.0,0.26,0.0,-,6,500,134.38%,0.19230769230769232
MTCH,26.5,0.15,0.0,0.26,0.0,-,15,25,124.22%,0.5660377358490566
MTCH,27.0,0.01,0.0,0.26,0.0,-,10,11,114.45%,0.037037037037037035
MTCH,28.0,0.03,0.0,0.06,0.0,-,1,182,68.75%,0.10714285714285715
MTCH,28.5,0.06,0.0,0.05,0.0,-,4,24,59.38%,0.21052631578947367
MTCH,29.0,0.07,0.01,0.04,0.05,+250.00%,26,3361,51.56%,0.2413793103448276
MTCH,29.5,0.04,0.02,0.05,0.0,-,4,51,50.78%,0.13559322033898305
MTCH,30.0,0.06,0.07,0.09,-0.01,-14.29%,11,181,49.22%,0.2
MTCH,30.5,0.12,0.1,0.15,0.0,-,23,784,47.07%,0.39344262295081966
MTCH,31.0,0.22,0.2,0.24,0.08,+57.14%,55,1773,44.53%,0.7096774193548387
MTCH,31.5,0.36,0.35,0.42,0.12,+50.00%,480,42,45.51%,1.1428571428571428
MTCH,32.0,0.61,0.57,0.65,0.23,+60.53%,51,353,45.31%,1.90625
MTCH,32.5,0.85,0.85,0.94,0.2,+30.77%,2581,422,44.53%,2.6153846153846154
